Agriculture_%_GDP_Scaled,Exports_%_GDP_Scaled,Imports_%_GDP_Scaled,Inflation_%_Scaled,Net_Exports_%_GDP_Scaled,GDP_Growth_5yr_MA_Scaled,Target_Is_Recession
1.2074778557342618,-0.7072079137949262,-1.0515333630075014,0.14667399365857053,0.7398163118403047,-1.1520476203747814,0
1.2074778557342618,-0.7072079137949262,-1.0515333630075014,0.14667399365857053,0.7398163118403047,-1.1520476203747814,0
1.2074778557342618,-0.7072079137949262,-1.0515333630075014,0.14667399365857053,0.7398163118403047,-1.1520476203747814,0
1.2074778557342618,-0.7072079137949262,-1.0515333630075014,0.14667399365857053,0.7398163118403047,-1.1520476203747814,0
1.2074778557342618,-0.7072079137949262,-1.0515333630075014,0.14667399365857053,0.7398163118403047,-1.1520476203747814,1
1.4636293582650959,-1.103145060565944,-1.560075914399506,1.4417801779822608,1.0666336112555124,-0.2694017467206382,0
1.310420662012313,-0.8735120826729367,-1.7376546029077726,-2.322281127676028,1.3920894909854036,-0.8681909183822044,1
1.3824997151275318,-0.8790020756411107,-1.6837292789141922,-1.4493631347288962,1.3301623529128401,-1.0779377365755949,0
1.3222131622820383,-0.847623184351909,-1.416135438594515,-0.8195015050578255,1.0565363059073671,-1.6057368209844132,0
1.3498679781253933,-1.2414463697467872,-1.604737755483367,1.627453628084025,1.0358638411225336,-0.9558082341049104,0
1.3480014433201488,-1.1481337319626215,-1.5233774174995822,-2.1452489149005345,1.0007921299015143,-2.372207402367569,1
1.4108555788425299,-1.100102330669399,-1.6426392921650186,0.1285411909502184,1.158367652235819,-1.5657605512942276,0
1.2541364307039036,-0.9228149394318553,-1.401077479181538,0.7940853681719715,0.9969308358926872,-1.7638803362715247,1
1.4464964964609413,-1.1395762621861891,-1.3837606450877058,2.6275070265523284,0.853539078385288,-1.4422561275867143,0
1.4831473873099896,-0.49507102304961187,-1.1063425212315436,-0.04722398549597288,0.92141460650269,-1.6347869814829021,0
1.3011085560227005,-0.1453584297373841,-1.0265631340396428,-2.389017099446152,1.035354378065445,-0.672766891940224,0
0.9292817116761465,0.044062589119696606,-1.0128009317187348,0.4590051610389176,1.129167392815054,-0.690106706139056,0
0.8511888288147437,-0.18311145888933103,-0.8991027207774838,-0.0997308019001442,0.8747476247271413,0.14952804454102056,0
0.9318080088108575,0.04343434409728888,-0.850446156869196,-0.9272182262067199,0.9518553887304355,-0.5323075022915718,0
0.7907301533275476,-0.0020490583758719988,-0.5783218264470229,1.506464795265122,0.6291381647524101,-1.1816657769755035,1
0.7221310018247684,0.25195145177819184,-0.4911044130193594,0.7317243928106761,0.6799896036021225,-0.5034889549898192,0
0.7451138271906693,0.007347934234768817,-0.5708666067865786,0.8529133203559538,0.6264107734322282,-0.3723742179465941,0
0.704918310370192,-0.24671782734103992,-0.3240327194540437,1.001461990953541,0.21143801949301091,-1.642098603372618,1
0.7533127707155863,-0.1680247819967222,-0.5076967297705834,-1.0847358168993153,0.45681919865105614,-0.3845664634096681,0
0.2271125925936159,-0.004298920915296726,-0.4535176551775675,0.05491540728332497,0.49182117709655393,1.0710901892955853,0
0.21708356319838973,0.02055330849683781,-0.4236786437744563,2.450789788250386,0.473575830038915,0.4216530334533041,0
0.17052675568296566,0.04874622458461146,-0.36424372310007735,0.6453718857104124,0.424992834834462,0.06329687304971875,0
0.16066315656056948,-0.019619917518922635,-0.21904465479148874,0.2585485135919691,0.22746701499833172,1.8990059656259055,0
0.15427064438573046,-0.09049933968122421,-0.2287437873439638,0.22875600690626516,0.19732160754947795,0.9786792984473841,0
0.22367559941886508,-0.19139345287049134,-0.2899509559422852,0.09585798936293814,0.20607313779060313,0.7190180341096482,0
-0.030641682392515537,-0.011481466533843413,-0.1400665484262893,1.6975318517679228,0.14606358057547236,1.0290048107551222,0
-0.15894556059941556,0.8230493121144289,0.11104836311993174,2.0459964935275647,0.35176684260787733,1.4436026314210402,0
